,0,1,2
3906,害怕/fear, ,"Waspada kalo banjir, ada ular dan yang paling oenting waspada korslet listrik ya!"
3907,伤心/sadness, ,Tanyarl buat teman-teman yang lagi terdampak atlantis gitu mck nya gimana ya? kasian :( semoga cepat surut ya
3908,喜欢/like,伤心/sadness,Aku bahagia bisa sama orang yang aku sayang . Tapi aku ga bahagia dengan cara dia memperlakukan aku 
3909,生气/anger, ,"Bang bikin konten sama Anya dong , soalnya setiap liat anya tuh ada sesuatu yang membuat nostalgia :)"
3910,伤心/sadness, ,"Padahal baru sehari, gak ada preview sama sekali seharian kek ada yang ilang :("
3911,惊喜/surprise, ,Temen gue yang super nyebelin tiba2 jadi baik bahkan ngucapin gue ultah. Aneh.
3912,开心/happiness, ,"Ameeen! Terimakasih, Poutia. Semoga yang terjadi di 2020 yang baik-baik aja."
3913,伤心/sadness, ,Malam makin larut dan aq pun mulai hanyut pada rindu yang semakin akut tapi syang....kmu masih z cemberut
3914,开心/happiness, ,Berkat awal tahun. Semoga mendatangkan berkat yang lainnya ditaun ini pengalaman yang gak akan bisa diganti sama apapun
3915,开心/happiness, ,"Bunaaaa happy new year too, tahan2 yang menghadapi kami semua! Semangat selalu."
3916,伤心/sadness, ,Kasihan kalian yang pada nungguin dispatch sedari kemarin ga krasa kan kalian lumutan setahun...
3917,开心/happiness, ,alhamdulillah betol la orang cakap kalau kita tolong orang kita akan dapat benda yang lagi baik
3918,开心/happiness,喜欢/like,"Doaku hari ini: Tuhan, tetapkan aku dalam keimanan yang kokoh, datangkanlah kebaikan dan jauhkanlah segala keburukan."
3919,开心/happiness, ,Nikmati yang ada dan bersyukur.... Yang nggak ada ya sudah lah... Belum rejekinya...
3920,生气/anger, ,"#MyWishForTheNewDecade is yang bener-bener aja lah lo semua anjing, save the earth & make love not war motherfuckers"
3921,开心/happiness, ,"Terima kasih, Mas Rudy. Ada juga yang di Anyelir 1 dan di Amarilis."
3922,伤心/sadness, ,Bersyukur Pamulang gak kena banjir dan buat yang terkena bencana banjir tetap tenang dan selalu berdoa guys!
3923,开心/happiness, ,Happy New year guysss... Semoga tahun 2020 menjadi seorang yang kuat dan lebih tabah menghadapi cabaran
3924,开心/happiness, ,"Semoga tahun 2020 ni diberikan kesihatan yang baik,dimewahkan rezeki dan dipermudahkan urusan.Selamat maju jaya"
3925,开心/happiness, ,"uhan, dalam tidurku malam ini, aku mohon Engkau siapkan rezeki surprise yang bagus untukku esok hari. Aamiin"
3926,开心/happiness, ,"Tahun baru, harapan baru, semangat pake yang lama aja soalnya tahun lalu yang berat aja mampu dilewati."
3927,惊喜/surprise,伤心/sadness,Wow stay safe ges. Barusan w liat di berita ada yang meninggal tertimbun longsor :(
3928,开心/happiness,喜欢/like,Sedikit banyak udah jadi temen aku yang selalu hadir buat ngehibur...makasih ya kak
3929,开心/happiness, ,2020 ayok kita menjadi sahabat. Mengarah pada kebaikan2 mana yang akan menjadikan ku manusia. Selamat tahun baru semua 
3930,开心/happiness, ,2020 semoga menjadi di salah satu barisan orang orang yang beruntung di akhir zaman ini 
3931,厌恶/disgust,伤心/sadness,"Jam kosong itu menyenangkan, tapi kadang dikasih tugas segunung yang langsung dikumpulin. Menyebalken!."
3932,开心/happiness, ,"Aiman 2020 lain sikit tauuuuww, tak taula apa yang lainn. Tapi lain lahh hehhehehe"
3933,开心/happiness, ,"hallo tahun kembar, semoga semua yang awalnya ‘semoga’ bisa terwujud :)"
3934,伤心/sadness, ,"Apa yang paling menyiksa dari lagi diare tapi gak punya aer, mati listrik dari pagi sedih bgt w"
3935,惊喜/surprise, ,iyaaa nov! aku pen banget deh punya mutual yang bisa sampe deket banget udah kek temen rl aja gitu
3936,开心/happiness, ,"Amiin semoga ya yang  bantuin mas biar bisa jadi yg lebih baik lagi, i love you more sayang"
3937,开心/happiness, ,Perbanyak sabar dan syukur ya Buk... semoga banyak kebaikan yang akan didapatkan di masa mendatang
3938,开心/happiness,喜欢/like,Terimakasih Tuhan atas segala pertolonganmu.. tetap mengucap syukur dan melupakan segala hal2 buruk yang pernah terjadi sebelumnya
3939,开心/happiness,喜欢/like,Eeyy makasih tamii !!! Semoga 2020 jadi tahun yang baik buat kita semua yaa 
3940,开心/happiness,喜欢/like,"Hi 2020 ! Semoga bertambah rezeki, hardworking, apa yang di idamkan tercapai dan stay single "
3941,开心/happiness, ,Selamat tahun baru untuk kalian yang merayakan dengan liburan bepergian dari gua yang merayakan tahun baru rebahan dirumah
3942,开心/happiness,喜欢/like,pengen bahagia dan banyak duit tentunya dan semoga raport semester ini ada yang 9 aamiin hehe 
3943,开心/happiness, ,"welkom 2020, tahun yang berat~ sudah saatnya menyadarkan diri dan mulai berpisah dengan kondisi-kondisi lama"
3944,伤心/sadness, ,"Kalo lagi banjir yang w pikirin cuma kucing-kucing jalanan deh, gimana nasibnya yaaa :("
3945,开心/happiness,喜欢/like,"semoga 2020, ga lagi jd orang yang cemburuan ataupun sensian. tolong kerjasamanya ya nak *elus-elus perut*"
3946,开心/happiness, ,"doaku pagi ini,semoga yang belom tercapai di 2019 bisa tercapai di 2020 semangat "
3947,喜欢/like,惊喜/surprise,"mau strolling around kota besar sama orang yang suka juga, enak banget kayaknya!"
3948,伤心/sadness,害怕/fear,Semoga hari ini ngga baca berita tentang kecelakaan yang diakibatkan karena pengemudi kendaraan bermotor sedang mabuk.
3949,喜欢/like, ,"Liat di youtube gmmtv 2020 playlistnya , uwu sekali darr   banyak bgt yang bagus bagus"
3950,开心/happiness, ,Happy new year ko! Smoga resolusi di tahun yang baru dapat tercapai. Gbu
3951,开心/happiness, ,"Hipi niw yir , semoga ya rezeki tahun ini seperti hujan yang turun hari ini .. #tahunbaru2020"
3952,喜欢/like, ,Mungkin saat ini kamu bahagia...tapi ingat kalo kmu sakit ada aku di belakang yang siap menghapus air matamu 
3953,伤心/sadness, ,"Selo, west bsd masih aman sentosa. Itu yang banjir bsd jelupang yang jauh bgt :("
3954,喜欢/like, ,"Dan ketika kau tak lagi dalam benak, hujan dan tanah basah, adalah analogi terindah tentang cintaku yang pasrah"
3955,开心/happiness, ,"Semoga kedepannya gak ada lagi yang harus terlukai, semoga ada kebahagiaan di tahun 2020"
3956,开心/happiness, ,"Lembaran baru, tentunya dengan harapan yang baru pula. Selamat pagi tahun 2020  Be better please hmm"
3957,开心/happiness,喜欢/like,Ya Allah berikanlah rizki halal seperti hujan yang tak putus-putus dipergantian tahun ini. Amin.
3958,喜欢/like, ,"“ Ibu, engkau bagaikan pahlawan walaupun tak memiliki kekuatan super, tapi engkau memiliki Kekuatan hati yang super “"
3959,开心/happiness, ,1941 Selenggara kenderaan anda dengan baik untuk pemanduan yang lebih lancar. Semoga anda selamat sampai ke destinasi dituju.
3960,开心/happiness,喜欢/like,"2020 banyak cita-cita yang harus dicapai, bismillah wisuda dan kerja! Yokk semangat!!!"
3961,伤心/sadness, ,jujurr kasian banget yang rumahnya kebanjiran diawal tahun. yang pada lagi ga dirumah gimana coba nanti balik balik shok
3962,生气/anger, ,"tp yang gelud famdomny dia bkan ak???? jd lbi baik ak diam sja,,,"
3963,开心/happiness, ,"Bagi yang lahir tanggal 29 februari, selamat ya tahun ini kalian bisa ulang tahun"
3964,开心/happiness,喜欢/like,Aminn. Semoga apa yang kita cita citain tercapai di tahun ini dan terus bahagia 
3965,开心/happiness,喜欢/like,Hebat banget nih . Sangat membantu warga yang kesulitan wara wiri hari ini. Thanks ya
3966,喜欢/like, ,Kalau suatu saat kamu hancurkan hatiku... akan kucintai kamu dengan kepingannya yang tersisa.
3967,开心/happiness,喜欢/like,Terima kasih film silenced yang mengisi malam pergantian tahun dengan hati di remes-remes :)
3968,开心/happiness, ,Selamat tahun baru juga kenya semoga yang terbaik buat kamu di tahun ini aamiin!
3969,喜欢/like, ,"Allah itu dekat, bahkan lebih dekat dari apa saja yang bisa engkau lihat #jokowi2periode #2019tetapjokowi"
3970,伤心/sadness, ,"Kalo tidur di kamer sendirian suka mikirin yang gak jelas, terus tiba-tiba ngerasa sedih."
3971,开心/happiness, ,Makasih buat babang yang udah bersusah payah nganter mbak suhe sampai ke tujuan dengan selamat...
3972,开心/happiness, ,"happy new year juces! terimakasih sudah mau nemanin koseh selama ini, segala doa yang terbaik untuk juces"
3973,开心/happiness,喜欢/like,"Tuhan mendengarkan semua doa-doamu, baik yang terucap maupun tidak, dan selalu berikan yang terbaik untukmu. Percaya!"
3974,开心/happiness,喜欢/like,2019 bener bener tahun yang nano-nano buat aku. Setiap bulannya punya memori yang berarti
3975,开心/happiness,惊喜/surprise,"Ada yang cantik nder tajir juga anjir, dibeliin ip noh anak rp line. Awowkwkwkwk"
3976,害怕/fear, ,Baru rumor aja udah separah ini anjir yang hujat. Gimana kalau beneran... tidak bisa kubayangkan...
3977,开心/happiness, ,Semoga Tahun 2020 ini semua usaha kita dipermudahkan.. rezeki dibuka.. yang berkuasa didunia.. lihatlah juga perkabaran rakyat..
3978,伤心/sadness, ,"hari pertama di 2020 dibikin marah sama banjir, mati lampu, dan sinyal telkomsel yang kek anjing"
3979,惊喜/surprise,喜欢/like,"woww, kini rupanya arung jeram bisa dilakukan dengan mobil.Terima kasih paduka yang mulia Tuan Presiden"
3980,开心/happiness,喜欢/like,"Semogaaaa yang di cita cita kan tercapaiii ya, begitupun aku  semoga yg terbaik untuk kita"
3981,伤心/sadness, ,Stay safe temen2 online ku yang terkena banjir... Semoga segera surut banjirnya yaa.. Aamiin  #Banjir
3982,伤心/sadness, ,"Dipendam bikin sakit hati, dikeluarin juga percuma kalau gak ada yang bisa ngerti :')"
3983,开心/happiness, ,"Apapun yang sudah tercapai kemarin atau akan dicapai besok, semoga hari ini kita bahagia. #resolusi2020"
3984,开心/happiness,喜欢/like,"IPK yang di ambang keterpurukan, semoga masih terselamatkan, 2020 please be a nice year"
3985,伤心/sadness, ,"@guedims @adyatmapm @belindaakirap stay safe guys yang dijakarta, doaku bersama kalian."
3986,伤心/sadness, ,Semoga Banjir segera surut. .. Ada yang inget banjir Bojonegoro 2007? Tahun baru juga kan ya?
3987,伤心/sadness, ,"Terkadang apa yang kita katakan membuat pasangan kita sedih, walau tidak maksud menyakiti."
3988,生气/anger, ,"paraah bangettt anjirrrr, orang² kaya diaa emang harusnya dah direfund ke yang maha kuasa"
3989,开心/happiness,喜欢/like,Ingaaat! Dulu juga pernah pake uname yang chaeyoungieo ini aku ingeet heheheh Happy New Year! 
3990,伤心/sadness, ,❝Kamu terlalu sibuk dengan duniamu yang tanpaku. Sehingga hadirku pun tak pernah kamu anggap.❞
3991,伤心/sadness, ,"Aku tak tahu apa yang terjadi sebenarnya""tetapi""hatiku merasakan sakit yang begitu:"")"
3992,伤心/sadness, ,pamitnya pakek adem panas udah cantik tinggal berangkat eh ada aja dramanya  ya allah awal tahun yang menyedihkan 
3993,喜欢/like, ,"Maaf jika kita jauh dan aku selalu cemburu kepada siapapun yang ada di sekitarmu. :')"""
3994,害怕/fear, ,hati - hati kalian yang di jakarta semoga aman sentosa! @agnianurahma @fatiashafira @fasyanfp @hudayaptrtm
3995,喜欢/like, ,"Aku tak punya otak, aku tak punya harta, yang kupunya hanyalah hati yang setia tulus padamu"
3996,惊喜/surprise,生气/anger,kalian yang besok udah masuk sekolah apa tyda ingin protes karena liburnya nanggung amat woii?!!!
3997,开心/happiness, ,"baik, yang semangat ya kak biar kami cepat bisa menikmati paket data kami :'))"
3998,开心/happiness, ,"Selamat tahun Baru Romo &Kel, semoga di tahun yang baru menjadi lebih baik dari tahun sebelumnya"
3999,喜欢/like, ,"Selalu gue yang salah,makin kesini jadi makin bedanya apa.semoga bisa dilewati sampek tahun depan dan seterusnya.amin"
4000,害怕/fear, ,"Buat yang mau keluar stay safe ya, jauhin tiang listrik, bahaya kalo ada kabel yang kebuka"
4001,开心/happiness, ,Semoga 2020 bisa jago manage keuangan. Atau menemukan seseorang yang jago manage keuangan.
4002,伤心/sadness, ,"Menyedihkan ketika kamu akhirnya memberi hatimu pada dia yang berjanji tuk merawatnya, tapi dia mengembalikannya dalam keadaan terluka"
4003,伤心/sadness, ,"#banjir  semoga cepat surut, serta semua orang yang menjadi korban semoga terlindungi dan terselamatkan."
4004,开心/happiness, ,doa akan membawamu kepada teman2 yang baik dan mau nemenin mbolang sendirian padalan ngga sengaja ketemunya. syukur alhamdulillah.
4005,伤心/sadness, ,"Hujan emang bikin adem sih, tapi kasihan juga yang rumahnya sampai banjir gara-gara hujan non-stop :("
4006,开心/happiness, ,Mau yang midnight secret kak. Bismillah semoga rejeki aku. Btw selamat tahun baruuuu 
4007,伤心/sadness,厌恶/disgust,yatuhan semoga sakitnya ilang bentar lagi pls gapapa w demam seharian yang penting jangan sakit gigi anjir ky mau mati
4008,喜欢/like, ,"Suka banget sama yang pedes2, asal jangan omongan pedes yakk.. Yuk ada D'Tella Hoootttttt , pedes nyoosss"
4009,伤心/sadness, ,"Baru ada sinyal dong T____T daerah ku deket daerah yang banjir, listrik mati sinyal ilang T____T"
4010,开心/happiness, ,"Awal tahun identik dengan ""ingin"" memulai sesuatu yang lebih baik lagi:)"
4011,开心/happiness, ,"2019. Terimakasih untuk segala kenangan nya, dan maaf untuk segala yang sudah mengecewakan."
4012,开心/happiness, ,"Setelah dipikir, siapa yg bakal mikir apa yang kamu rasain. Selamat datang 2020 ditunggu kejutannya"
4013,开心/happiness,喜欢/like,terimakasih 1 menit 15 detik yang membuat tenang di awal 2020 ini :))
4014,开心/happiness, ,"Selamat tinggal kenangan pahit 2019, selamat datang rajutan kenangan baru yang aku pintal di 2020"
4015,开心/happiness, ,"Selamat tahun baru 2020 juga yel, semoga lancar di tahun yang baru ini ya semua urusan"
4016,开心/happiness, ,Terima kasih pak @aniesbaswedan udah ngasih pengalaman yang seru utk pertama kalinya ngerasain banjir di Jakarta..
4017,伤心/sadness, ,Turut prihatin buat temen-temen yang terkena banjir. Semoga hujannya mereda dan banjir pun surut. Amin 
4018,开心/happiness, ,Resolusi 2020 : aku sembuh dari semua penyakit yang aku derita dan bisa ceria seperti dulu lagi aamiin
4019,喜欢/like, ,"Memang benar, hanya Allah yang senantiasa menepati janjiNya. Ia tak pernah ingkar dengan semua pernyataanNya."
4020,开心/happiness, ,Selamat pagi my super friends! Semoga kebahagiaan Anda indah dan sepanjang usia Anda yang panjang dan sehat. Aamiin
4021,厌恶/disgust, ,"Aku pake mix me yang warna pink, enak banget lembab tp wanginya kaya obat batuk ;("
4022,开心/happiness, ,nikmatin aja  sampai jumpa tahun ini ya sobat sasingqu yang ketemunya kalo ada kondangan doang 
4023,伤心/sadness, ,12 jam lebih hujan di Jakarta dan ga bisa pulang dr kantor karena gatau jalan mana yang ga banjir weei
4024,开心/happiness, ,Baik-baik yah 2020 lebih baik dari 2019 apa yang diinginkan selalu ada jalan dan rezekinya 
4025,开心/happiness,喜欢/like,Tahun Baru Tujuan Baru Semangat Baru dan semoga hal buruk yang terjadi ditahun kemarin tidak terjadi lagi ditahun ini.
4026,开心/happiness,喜欢/like,Allah peduli tentang segala yang menyangkut dirimu. so feel free to talk to Him about anything.
4027,喜欢/like, ,Ya Tuhanku sesungguhnya aku memerlukan sesuatu kebaikan yang Engkau turunkan kepadaku (QS 28:24)
4028,开心/happiness, ,"semoga apa yang gue harapkan di tahun 2019 dan ga terjadi di 2019. semoga terjadu di 2020. semoga,ya"
4029,开心/happiness, ,selamat tahun baru kil  semoga tahun 2020 kita bisa jadi orang yang lebih baik yaaaaa
4030,开心/happiness, ,Positif 2020 yang ga ke kejar di 2019 harus tercapai. Happy new year everyone!
4031,开心/happiness, ,"Selamat datang di tahun 2020, dimana yang kelahiran tahun 2000 udah kepala dua (20thn)."
4032,开心/happiness, ,"Bersyukurlah teman-teman yang tidak sempat merasakan ada dalam ruang-ruang seperti ini. Kamu, baik-baik ya :)"
4033,开心/happiness, ,Syukurilah apa yang anda dapatkan baik suka ataupun tidak maka anda sudah menghargai hidup anda sendiri
4034,开心/happiness,喜欢/like,"Tuhan, dalam tidurku malam ini, aku mohon Engkau siapkan rezeki surprise yang bagus untukku esok hari. Aamiin"
4035,伤心/sadness, ,"Jatoh dari motor.. yang luka kepala, wajah, bahu, tangan, lutut, sama kaki"
4036,开心/happiness, ,Hmm.. moga-moga di taun 2020 ini bisa jadi taun yang mengesankan bwat gw :)
4037,开心/happiness,喜欢/like,Saya menghargai semua kerja keras yang telah saya lakukan. Well done! And thank you Allah (\＾︶＾/)
4038,惊喜/surprise, ,Bagaimana dengan Selebtwit yang sudah dipromosi tapi enggan untuk mau Follback...???
4039,伤心/sadness, ,"Priok kering #Banjir Alhamdulillah, untuk wilayah-wilayah yang terkena banjir semoga cepet surut :)"
4040,开心/happiness, ,"Dari setiap doa yang telah terjawab. Terimakasih Tuhan Yesus. 2019, u so fine."
4041,伤心/sadness, ,"""Huh! Justru aku yang ingin menangis! Gara-gara perbuatanmu ini...""-Mouri Kogoro #DCSQuote"
4042,惊喜/surprise, ,kaget anzirr tbtb ada yang telp kirain tukang pagerr...ternyata temen anjir UDAH PANIK LARI LARI KE BUNDA EH
4043,开心/happiness, ,2020 diawali dengan beres2 rumah yang kena banjir :) have a nice day semuah
